Sample,AF,x,y,z
0,0,1.8404079676520595,0.008742064661946918,387.4530594326092
0,5,-4.783690661564028,0.08212968373781064,278.66987546887543
0,10,-3.030624273293831,0.05229230101352266,175.66736304308873
0,15,1.560966321716106,0.020557280970773525,118.53839779374263
0,20,-0.11069098608779748,0.00017017377095043435,71.9999845581818
0,25,0.6843858903212036,0.009762024945968827,47.985094855376886
0,30,-0.19164225588440909,0.000846797242801432,43.37179068982076
0,35,0.051853448407439856,9.967758036801722e-05,26.97482292026497
0,40,-0.26923372235590937,0.004393763003407503,16.499854255102807
0,45,0.1566750061936534,0.0021218912568209676,11.569541367824003
0,50,0.14885503862077382,0.0027159964658948687,8.159624216215603
0,60,-0.04465278341053933,0.00033576900333883185,5.938390429420948
0,70,0.0901442824012305,0.0017677309087670134,4.597732548221206
0,80,0.0708595480473162,0.0015948842404474536,3.1490355782161603
0,90,-0.016938798919154893,9.641161589968796e-05,2.9760683265003296
0,100,-0.008564640136582728,3.180994207113534e-05,2.305994976023213
1,0,-266.4291474358117,2.4965698451923974,281.0235126187406
1,5,-167.03726897082905,2.5628382203720785,174.1059985148213
1,10,-115.0088378690871,-0.5873253910225872,124.87704158553201
1,15,-78.80034484149658,1.4631243912922096,81.61127234335001
1,20,-53.756893267563,0.5441036072143097,56.61676466972365
1,25,-33.72166977929255,0.5036923648703232,35.17707818469448
1,30,-24.73441256024217,0.20977079337304155,26.135619869694484
1,35,-16.342599187061207,0.6593571181320054,16.215077133790775
1,40,-12.909638310393909,0.2816558192391146,13.284383984202702
1,45,-7.891740770752736,-0.0344000039959457,8.55600413073707
1,50,-5.781481955375635,-0.043297398383273386,6.307736879412265
1,60,-4.1318301335203715,0.001240256285545756,4.437904041769813
1,70,-3.264243116201375,-0.026700800293520392,3.56633012780406
1,80,-2.312360986149813,-0.05978542265930624,2.6185457016738742
1,90,-1.89486695550181,-0.026210452269684038,2.093995425967344
1,100,-2.1544854300064067,0.0059500086839884385,2.302700826720718
2,0,-161.49153866328209,-227.7912083486962,94.58412861406808
2,5,-144.084615767812,-202.38052327361632,83.59986564622695
2,10,-93.94788647341808,-137.77721568586998,59.89964217702688
2,15,-58.494161383396126,-94.56564876382336,45.623354071866565
2,20,-43.125100039694516,-65.77459517487178,29.871775940588375
2,25,-24.890037384204803,-37.46008455207491,16.76711673374469
2,30,-18.479600623315353,-28.327447987583135,12.934967038847462
2,35,-12.536413085462451,-19.069225153402265,8.6351663171945
2,40,-8.359050123281289,-12.16206056677736,5.239486721646359
2,45,-5.029383688801909,-7.614520905535725,3.43058377736054
2,50,-4.892100854311907,-7.19959811651042,3.142639823121844
2,60,-3.4738477680809865,-5.0590310159404375,2.1818244074123765
2,70,-1.998306284856193,-3.055754555275161,1.3916774614733673
2,80,-1.9599073181793019,-3.036701627086231,1.4025347331443865
2,90,-1.6109718152380792,-2.3762300828289464,1.0399163512466028
2,100,-1.2444585785433453,-1.928417046843218,0.8907779419856001
3,0,-183.0720556561676,3.412302092407094,327.1987473052741
3,5,-123.86334605422618,-0.4869092961057179,233.5565077621276
3,10,-77.51185429714964,1.4181175404597617,138.64528088029695
3,15,-47.55598936120053,-0.24772180693202592,89.94955148964193
3,20,-31.504539828147042,0.3524012081979943,57.29856141522936
3,25,-27.710568206266636,0.3161234971429046,50.371916783117
3,30,-15.649776430700975,0.23398162967330322,28.21218781791223
3,35,-11.37039254947129,0.25704905000675543,20.135781837967663
3,40,-8.218248076769658,0.06402892513880029,15.067281837796006
3,45,-5.323225462392268,-0.03109988418985079,10.084073399033072
3,50,-4.839395890423325,0.0036718198328554424,9.02260637958826
3,60,-3.528734580009569,0.02860940567127384,6.464707467856172
3,70,-1.8853549380136672,-0.06845950112726656,3.8536714107691696
3,80,-1.919075668308122,0.02617737445222783,3.4702044174137487
3,90,-1.7672148709593443,0.020453838587353623,3.211164575181513
3,100,-1.1448649692418773,0.01593820210019354,2.0688595759487813
4,0,-363.7978717573972,-8.013479266947812,-187.36146326050357
4,5,-188.22983587217792,-3.0926904094703063,-98.26715852072125
4,10,-150.5354059986572,0.9198423415733099,-82.94897270580006
4,15,-113.17718888987446,-3.529404137910867,-56.99740075012907
4,20,-63.55358296895601,-1.0495649968147889,-33.17198022749464
4,25,-44.62803176371376,0.07313949726917343,-24.33128765995364
4,30,-35.93489827716442,-0.45639329699192116,-18.92999497130773
4,35,-22.454486926570286,-0.04888116643284787,-12.131322213117537
4,40,-12.18209846636684,-0.22197715047646568,-6.332240226613305
4,45,-9.504561722615154,0.06934257585907172,-5.252000281349594
4,50,-7.877947824391637,-0.050883296772995475,-4.212760417466536
4,60,-5.441193300930913,-0.13776189469763003,-2.779904979120928
4,70,-4.10672893709552,-0.0760481377334026,-2.133139161358042
4,80,-2.5078559246421284,0.03200329621217036,-1.4038046160199193
4,90,-2.634779119176076,0.012886412950432068,-1.447636866721534
4,100,-2.1923535827814553,0.03405744964242061,-1.2352432779053164
5,0,3.857953814698842,0.03518144230402533,423.076074079029
5,5,15.457143543736736,0.8917624145717679,268.3680904348553
5,10,0.7455175510267252,0.003658352758443155,151.92715063857787
5,15,-1.4991440295771505,0.019367888731096697,116.04880647313226
5,20,-1.9889780527891483,0.05990988315652029,66.0630212601941
5,25,-1.5719186374634029,0.04853396984488275,50.93557570625121
5,30,0.31495908439523723,0.002982051199135222,33.26692415170192
5,35,0.825922872753843,0.024399673786891757,27.969480445479245
5,40,-0.2849887170801262,0.004956872336487038,16.387521749897683
5,45,-0.1430042918374585,0.001581019173303836,12.93562886642319
5,50,-0.02214094382387975,5.737236407090686e-05,8.544584960760817
5,60,-0.05174136438121966,0.0005174292538569064,5.174239050543193
5,70,-0.04148202694658882,0.00040035352247050045,4.298297885788333
5,80,-0.033693068173647485,0.0003381929177240161,3.356900660069177
5,90,0.05231451029266304,0.0008620358775974042,3.1752501096581547
5,100,-0.05395234668719401,0.0011205486924018757,2.5982659029403177
6,0,269.81089682778696,178.04858872421872,103.79837083542759
6,5,218.3868250132679,143.17898851761672,82.99034526624075
6,10,144.79172573297996,94.36554441613691,54.407295859917795
6,15,76.95485054944561,52.20972602555206,31.179455208853696
6,20,61.002584515855304,40.758607657107355,24.02139779473302
6,25,44.820771310930155,31.148555122634416,18.9841858977784
6,30,29.315829142762286,19.78559045336801,11.762980949394674
6,35,18.896292737294658,13.088746134829595,7.955155444084121
6,40,12.860314698205462,9.300115096247175,5.856215188252042
6,45,8.554656403033038,6.164834646788232,3.8710222818201343
6,50,6.446534511486147,4.52585935903682,2.7818189714592796
6,60,5.219146869543713,3.5473067435619403,2.1217132056023633
6,70,3.2287679229657806,2.1286291195171607,1.2398944550258204
6,80,2.610400821630828,1.815047983919093,1.1066951614270772
6,90,2.4131558815889673,1.5874108491886518,0.9228379565728919
6,100,2.1589358564487102,1.4940928609711681,0.9074158063278115
7,0,64.6704136260044,-33.73463717422333,347.8095498648941
7,5,52.147000399926945,-30.787733476144755,228.3377564501362
7,10,37.448400605124405,-20.00373998389879,193.0147240015243
7,15,18.41125532737544,-9.5237736893524,100.56010828130212
7,20,15.445944865880223,-8.128017097113615,81.76281971682803
7,25,11.163168932375402,-6.382615375832535,51.36542751214129
7,30,6.494157110584601,-3.5955758821228176,31.481841059627858
7,35,2.9469004931676417,-1.50555575477308,16.47424614635477
7,40,3.5975272287824627,-2.000808256157731,17.310169923409408
7,45,1.8992195079951535,-0.9671024645652159,10.684027535356169
7,50,1.9587112041368022,-1.1142572541438158,9.08537777926889
7,60,1.191143572339447,-0.6606136900284605,5.758063827125575
7,70,1.0534405647991567,-0.5824306548435212,5.118763493932036
7,80,0.8619069847819714,-0.4939466769388001,3.951395067473661
7,90,0.5428707569173356,-0.2996479421581063,2.645157398872069
7,100,0.4602603201588804,-0.246852391354922,2.355496462401422
8,0,1.6293470863688782,9.643101812440088,-372.11257990583897
8,5,1.0036665385740653,6.14589501845401,-195.87240029578152
8,10,-0.0032010484983398084,-0.016312574535741916,-151.12739041997125
8,15,-0.645414861993791,-2.8500616601448137,-100.59781695342012
8,20,-0.07086064550797383,-0.35177461901840024,-70.11727099426064
8,25,0.09131669436203249,0.4935037566916833,-46.93885410826225
8,30,-0.2252672151605414,-0.990437382950686,-33.87258100894247
8,35,0.05026429035332599,0.2746759745951857,-22.042317416378342
8,40,0.03827059835775208,0.21046717851428384,-15.513072206788465
8,45,0.02238446124338298,0.12057157764659004,-12.145124316947213
8,50,-0.02427969549095389,-0.11669638270318324,-10.389379972092657
8,60,0.0073365559470844645,0.038684883114428914,-6.313444003700476
8,70,0.0037601763490421125,0.019637065493971078,-4.476513273964926
8,80,-0.009241636214047597,-0.04400072497571117,-3.363954334712611
8,90,-0.0007831948798138928,-0.003967013726437974,-3.2084666339855894
8,100,0.0006270451990240017,0.00322172252592885,-2.2910159149373484
9,0,-199.75569471716182,-127.25037919779221,289.4377510785241
9,5,-140.5765725049845,-86.05143524412237,194.21982335923548
9,10,-107.38424720446721,-62.51273122884956,140.02010645679832
9,15,-48.83951476119959,-32.42248831458145,74.46037435435318
9,20,-35.521345073236226,-22.509253847806324,51.14169372287921
9,25,-24.38252148128339,-14.78154170690741,33.307180515002734
9,30,-16.312658291142316,-11.04562642081418,25.4997862816793
9,35,-13.707758096634738,-8.485397696513134,19.190427115551785
9,40,-8.263578957590397,-5.400320902274723,12.354328808948976
9,45,-5.797731256040802,-3.675608323029619,8.35189046718834
9,50,-4.626018893450506,-3.1511459454709083,7.28674717055007
9,60,-3.117780335706614,-2.054569761398019,4.709762698261668
9,70,-2.35297466798975,-1.4739779549518335,3.34112311126938
9,80,-1.7643650223792764,-1.129699283832291,2.5723889516246996
9,90,-1.545388525316503,-0.9124853379643819,2.0477715695808274
9,100,-1.379681513564634,-0.8412341160003749,1.897389296912043
10,0,-141.0634754289234,-0.6396991141041447,369.12081419421435
10,5,-113.78983157213723,2.5712948537720264,275.1987126745993
10,10,-70.32269642284066,1.3130215485694567,171.96793879364728
10,15,-35.37213057771871,-0.7962639760875743,97.81736291573125
10,20,-28.190339505403852,0.5439892634921832,68.81494259182693
10,25,-16.54880469437673,0.02753404584463113,42.510770939620556
10,30,-14.027655674910491,0.06196798186327135,35.74324497160337
10,35,-8.997931712595674,0.18135432093210335,21.911473471121283
10,40,-5.753545839596938,-0.20506263986474968,16.594232237150667
10,45,-4.041024506023807,0.0013235958514439005,10.42179305301941
10,50,-3.235514645109761,-0.010885422362567045,8.43670623917405
10,60,-2.023540627965417,-0.05662669664492108,5.693800255293052
10,70,-1.8126524473015482,-0.01357667112022848,4.785612562656053
10,80,-1.3774461805063682,0.00808858618263592,3.4948789475230866
10,90,-1.068053395648523,0.023162166846989872,2.589687180905807
10,100,-0.9594357650729651,-0.004497039566920343,2.5117048117254166
